hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,frequency_bias,truth_positive_count,forecast_positive_count,window,model,lead,sector,lead_h,tag,bucket,season,start,end
10,1,1,50,0.9090909090909092,0.0909090909090909,0.8333333333333334,1.0,11,11,2021-01-01_2021-12-31,GraphCast,1 days,EuroAtlantic,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,1 days,Pacific,24.0,2021,year,ALL,2021-01-01,2021-12-31
9,0,3,50,1.0,0.25,0.75,1.3333333333333333,9,12,2021-01-01_2021-12-31,GraphCast,3 days,EuroAtlantic,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,3 days,Pacific,72.0,2021,year,ALL,2021-01-01,2021-12-31
5,0,4,53,1.0,0.4444444444444444,0.5555555555555556,1.8,5,9,2021-01-01_2021-12-31,GraphCast,5 days,EuroAtlantic,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,62,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,GraphCast,5 days,Pacific,120.0,2021,year,ALL,2021-01-01,2021-12-31
1,0,4,57,1.0,0.8,0.2,5.0,1,5,2021-01-01_2021-12-31,GraphCast,7 days,EuroAtlantic,168.0,2021,year,ALL,2021-01-01,2021-12-31
1,0,1,60,1.0,0.5,0.5,2.0,1,2,2021-01-01_2021-12-31,GraphCast,7 days,Pacific,168.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,1 days,Pacific,24.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,3 days,Pacific,72.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,5 days,Pacific,120.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2021,year,ALL,2021-01-01,2021-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2021-01-01_2021-12-31,NeuralGCM,7 days,Pacific,168.0,2021,year,ALL,2021-01-01,2021-12-31
166,3,2,557,0.9822485207100592,0.0119047619047619,0.9707602339181286,0.9940828402366864,169,168,2022-01-01_2022-12-31,HRES,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
114,7,3,604,0.9421487603305784,0.0256410256410256,0.9193548387096774,0.9669421487603306,121,117,2022-01-01_2022-12-31,HRES,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
160,9,11,544,0.9467455621301776,0.0643274853801169,0.8888888888888888,1.0118343195266273,169,171,2022-01-01_2022-12-31,HRES,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
95,23,12,594,0.8050847457627118,0.1121495327102803,0.7307692307692307,0.9067796610169492,118,107,2022-01-01_2022-12-31,HRES,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
129,40,28,523,0.7633136094674556,0.1783439490445859,0.6548223350253807,0.9289940828402368,169,157,2022-01-01_2022-12-31,HRES,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
78,37,33,572,0.6782608695652174,0.2972972972972973,0.527027027027027,0.9652173913043478,115,111,2022-01-01_2022-12-31,HRES,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
111,58,52,495,0.6568047337278107,0.3190184049079754,0.502262443438914,0.9644970414201184,169,163,2022-01-01_2022-12-31,HRES,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
65,48,40,563,0.5752212389380531,0.3809523809523809,0.4248366013071895,0.9292035398230089,113,105,2022-01-01_2022-12-31,HRES,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,GraphCast,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,EuroAtlantic,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,1 days,Pacific,24.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,EuroAtlantic,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,3 days,Pacific,72.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,EuroAtlantic,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,5 days,Pacific,120.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,EuroAtlantic,168.0,2022,year,ALL,2022-01-01,2022-12-31
0,0,0,0,0.0,0.0,0.0,0.0,0,0,2022-01-01_2022-12-31,NeuralGCM,7 days,Pacific,168.0,2022,year,ALL,2022-01-01,2022-12-31
